m,v,d,tt,tp,ike,cu,e,lambda,AB,e/cu,lambda_pred
0.2,10,0.08,-3.884407838,-2.2491580769999997,2.3025850930000002,0.0,6.214608097999999,-1.609437912,0.123078638,6.214608097999999,0.20060484
0.1,15,0.04,-4.6950948939999995,-2.593793375,2.420368129,1.609437912,7.824046011,-1.609437912,1.03936937,6.214608097999999,0.19238181
0.2,15,0.04,-4.135166557,-2.057194845,3.113515309,1.609437912,7.824046011,-1.609437912,1.03936937,6.214608097999999,0.2003787
0.2,20,0.04,-3.918041078,-1.6053861319999998,3.688879454,1.609437912,7.824046011,-1.609437912,1.03936937,6.214608097999999,0.19693159
0.5,5,0.04,-4.08399827,-2.905233651,1.832581464,1.609437912,7.824046011,-1.609437912,1.03936937,6.214608097999999,0.21498857
0.5,10,0.04,-4.240527072,-2.493648751,3.218875825,2.3025850930000002,8.517193191,-1.609437912,1.732516551,6.214608097999999,0.19099109
0.5,15,0.04,-3.969652118,-1.8773173580000002,4.0298060410000005,2.3025850930000002,8.517193191,-1.609437912,1.732516551,6.214608097999999,0.19714089
0.5,20,0.04,-3.742280231,-1.390157815,4.6051701860000005,2.3025850930000002,8.517193191,-1.609437912,1.732516551,6.214608097999999,0.1930492
0.2,15,0.04,-5.339139361,-3.070886947,3.113515309,3.218875825,9.433483922999999,-1.609437912,2.648807283,6.214608097999999,0.19673502
0.5,10,0.04,-4.898199865,-3.016261565,3.218875825,3.218875825,9.433483922999999,-1.609437912,2.648807283,6.214608097999999,0.20062397
